PID,Type,Module Name,Base Address,Size,Endaddress,Timestamp
11184,Benign,C:\Windows\System32\rasadhlp.dll                                                                                             , 0x7fff4f6b0000 , 0xa000    , 0x7fff4f6ba000 , 0x9a6e599a
11184,Benign,C:\Windows\System32\FWPUCLNT.DLL                                                                                             , 0x7fff522c0000 , 0x83000   , 0x7fff52343000 , 0x242c3586
11184,Benign,C:\Windows\System32\Windows.Globalization.dll                                                                                , 0x7fff49970000 , 0x1bb000  , 0x7fff49b2b000 , 0x122f671b
11184,Benign,C:\Windows\System32\globinputhost.dll                                                                                        , 0x7fff3b570000 , 0x29000   , 0x7fff3b599000 , 0x5a9dd194
11184,Benign,C:\Windows\System32\Bcp47Langs.dll                                                                                           , 0x7fff4d600000 , 0x60000   , 0x7fff4d660000 , 0x9d10db80
11184,Benign,C:\Program Files\Common Files\Microsoft Shared\Office16\MSPTLS.DLL                                                           , 0x7fff270f0000 , 0x1af000  , 0x7fff2729f000 , 0x668f2b35
11184,Benign,C:\Windows\System32\schannel.dll                                                                                             , 0x7fff56db0000 , 0xa7000   , 0x7fff56e57000 , 0xc65f24be
11184,Benign,C:\Windows\System32\cryptnet.dll                                                                                             , 0x7fff44f90000 , 0x32000   , 0x7fff44fc2000 , 0x7daac69f
11184,Benign,C:\Windows\System32\ncrypt.dll                                                                                               , 0x7fff577c0000 , 0x2e000   , 0x7fff577ee000 , 0xd9271a72
11184,Benign,C:\Windows\System32\ntasn1.dll                                                                                               , 0x7fff57780000 , 0x37000   , 0x7fff577b7000 , 0x6acdc5bd
11184,Benign,C:\Windows\System32\ncryptsslp.dll                                                                                           , 0x7fff465e0000 , 0x27000   , 0x7fff46607000 , 0x162f7459
11184,Benign,C:\Program Files\Microsoft Office\root\Office16\MSOHEV.DLL                                                                   , 0x7fff41dd0000 , 0xa1000   , 0x7fff41e71000 , 0x668f3920
11184,Benign,C:\Windows\System32\CoreUIComponents.dll                                                                                     , 0x7fff518f0000 , 0x36d000  , 0x7fff51c5d000 , 0x1cc09fb6
11184,Benign,C:\Windows\System32\HvsiManagementApi.dll                                                                                    , 0x7fff4fd00000 , 0x24000   , 0x7fff4fd24000 , 0xd79a56c3
11184,Benign,C:\Windows\System32\WindowsDefenderApplicationGuardCSP.dll                                                                   , 0x7fff4fcd0000 , 0x2e000   , 0x7fff4fcfe000 , 0xe1f40b59
11184,Benign,C:\Windows\System32\policymanager.dll                                                                                        , 0x7fff532c0000 , 0xa5000   , 0x7fff53365000 , 0xeab0c51f
11184,Benign,C:\Windows\System32\msvcp110_win.dll                                                                                         , 0x7fff53220000 , 0x93000   , 0x7fff532b3000 , 0x3bcb53a2
11184,Benign,C:\Windows\System32\msxml6.dll                                                                                               , 0x7fff3b2e0000 , 0x285000  , 0x7fff3b565000 , 0x176e1be3
11184,Benign,C:\Windows\System32\Wldap32.dll                                                                                              , 0x7fff5a060000 , 0x60000   , 0x7fff5a0c0000 , 0xf84bee52
11184,Benign,C:\Windows\System32\logoncli.dll                                                                                             , 0x7fff4fb10000 , 0x44000   , 0x7fff4fb54000 , 0xcab436c3
11184,Benign,C:\Windows\System32\cryptsp.dll                                                                                              , 0x7fff57620000 , 0x1b000   , 0x7fff5763b000 , 0xebaf0d75
11184,Benign,C:\Windows\System32\rsaenh.dll                                                                                               , 0x7fff56eb0000 , 0x35000   , 0x7fff56ee5000 , 0x706ed8e9
11184,Benign,C:\Windows\System32\mlang.dll                                                                                                , 0x7fff343c0000 , 0x42000   , 0x7fff34402000 , 0xe847a942
11184,Benign,C:\Windows\System32\Windows.Networking.Connectivity.dll                                                                      , 0x7fff43290000 , 0xed000   , 0x7fff4337d000 , 0xe807a80f
11184,Benign,C:\Windows\System32\wininet.dll                                                                                              , 0x7fff4a6b0000 , 0x4f4000  , 0x7fff4aba4000 , 0xe8e2e86d
11184,Benign,C:\Windows\System32\ondemandconnroutehelper.dll                                                                              , 0x7fff43b30000 , 0x17000   , 0x7fff43b47000 , 0xb812c805
11184,Benign,C:\Windows\System32\Windows.Security.Authentication.OnlineId.dll                                                             , 0x7fff43910000 , 0xf0000   , 0x7fff43a00000 , 0xd61438f4
11184,Benign,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll                                                                            , 0x7fff4ea60000 , 0x62c000  , 0x7fff4f08c000 , 0x5a3ee367
11184,Benign,C:\Windows\System32\wintrust.dll                                                                                             , 0x7fff58890000 , 0x6b000   , 0x7fff588fb000 , 0x44a1863c
11184,Benign,C:\Program Files\Microsoft Office\root\Office16\osfshared.dll                                                                , 0x7fff40fd0000 , 0xde000   , 0x7fff410ae000 , 0x66a34d34
11184,Benign,C:\Windows\System32\ncryptprov.dll                                                                                           , 0x7fff450d0000 , 0x6a000   , 0x7fff4513a000 , 0x529e02c0
11184,Benign,C:\Windows\System32\appresolver.dll                                                                                          , 0x7fff378a0000 , 0x9f000   , 0x7fff3793f000 , 0x2ade2e61
11184,Benign,C:\Windows\System32\linkinfo.dll                                                                                             , 0x7fff50660000 , 0xd000    , 0x7fff5066d000 , 0x3c3a82f2
11184,Benign,C:\Windows\System32\cfgmgr32.dll                                                                                             , 0x7fff57b30000 , 0x4e000   , 0x7fff57b7e000 , 0x0b33d799
11184,Benign,C:\Windows\System32\Windows.FileExplorer.Common.dll                                                                          , 0x7fff436f0000 , 0xb5000   , 0x7fff437a5000 , 0x29c61e34
11184,Benign,C:\Windows\System32\NetworkExplorer.dll                                                                                      , 0x7fff38e50000 , 0x1a000   , 0x7fff38e6a000 , 0x2abfceda
11184,Benign,C:\Windows\System32\ntshrui.dll                                                                                              , 0x7fff4f240000 , 0x9b000   , 0x7fff4f2db000 , 0x9f6502ef
11184,Benign,C:\Windows\System32\cscapi.dll                                                                                               , 0x7fff44570000 , 0x12000   , 0x7fff44582000 , 0x4f690014
11184,Benign,C:\Windows\System32\netapi32.dll                                                                                             , 0x7fff49fb0000 , 0x19000   , 0x7fff49fc9000 , 0x1857ef84
11184,Benign,C:\Windows\System32\davhlpr.dll                                                                                              , 0x7fff4f1c0000 , 0xd000    , 0x7fff4f1cd000 , 0x41bbdc6c
11184,Benign,C:\Windows\System32\ntmarta.dll                                                                                              , 0x7fff56f70000 , 0x34000   , 0x7fff56fa4000 , 0xf264e279
11184,Benign,C:\Windows\System32\TaskFlowDataEngine.dll                                                                                   , 0x7fff442f0000 , 0x1b5000  , 0x7fff444a5000 , 0xea83908e
11184,Benign,C:\Windows\System32\sxs.dll                                                                                                  , 0x7fff57d00000 , 0xa3000   , 0x7fff57da3000 , 0x7afbeca6
11184,Benign,C:\Windows\System32\winspool.drv                                                                                             , 0x7fff4e930000 , 0xa7000   , 0x7fff4e9d7000 , 0x56f7c354
11228,Benign,C:\Program Files\VideoLAN\VLC\vlc.exe                                                                                        , 0x7ff762220000 , 0xf8000   , 0x7ff762318000 , 0xa6d0a6c0
11228,Benign,C:\Windows\System32\ntdll.dll                                                                                                , 0x7fff5abf0000 , 0x217000  , 0x7fff5ae07000 , 0x67ca8829
11228,Benign,C:\Windows\System32\kernel32.dll                                                                                             , 0x7fff59cf0000 , 0xc4000   , 0x7fff59db4000 , 0x36466623
11228,Benign,C:\Windows\System32\KERNELBASE.dll                                                                                           , 0x7fff583c0000 , 0x3ad000  , 0x7fff5876d000 , 0xdb9989e8
11228,Benign,C:\Windows\System32\apphelp.dll                                                                                              , 0x7fff54f50000 , 0x97000   , 0x7fff54fe7000 , 0x114ea630
11228,Benign,C:\Windows\System32\AcGenral.dll                                                                                             , 0x7ffec8f80000 , 0x70000   , 0x7ffec8ff0000 , 0xe5bfd5b3
11228,Benign,C:\Windows\System32\msvcrt.dll                                                                                               , 0x7fff5aa20000 , 0xa7000   , 0x7fff5aac7000 , 0x657b2709
11228,Benign,C:\Windows\System32\sechost.dll                                                                                              , 0x7fff59fb0000 , 0xa9000   , 0x7fff5a059000 , 0x9e92f56b
11228,Benign,C:\Windows\System32\bcrypt.dll                                                                                               , 0x7fff57fa0000 , 0x28000   , 0x7fff57fc8000 , 0x5a31de46
11228,Benign,C:\Windows\System32\shlwapi.dll                                                                                              , 0x7fff58940000 , 0x5e000   , 0x7fff5899e000 , 0x672b2c78
11228,Benign,C:\Windows\System32\user32.dll                                                                                               , 0x7fff596c0000 , 0x1ae000  , 0x7fff5986e000 , 0x785507b7
11228,Benign,C:\Windows\System32\win32u.dll                                                                                               , 0x7fff58900000 , 0x26000   , 0x7fff58926000 , 0x331718eb
11228,Benign,C:\Windows\System32\gdi32.dll                                                                                                , 0x7fff5ab80000 , 0x29000   , 0x7fff5aba9000 , 0x533dc7aa
11228,Benign,C:\Windows\System32\gdi32full.dll                                                                                            , 0x7fff58770000 , 0x119000  , 0x7fff58889000 , 0x05ca1d5d
11228,Benign,C:\Windows\System32\msvcp_win.dll                                                                                            , 0x7fff58090000 , 0x9a000   , 0x7fff5812a000 , 0x8e0806c9
11228,Benign,C:\Windows\System32\ucrtbase.dll                                                                                             , 0x7fff58130000 , 0x111000  , 0x7fff58241000 , 0x10c46e71
11228,Benign,C:\Windows\System32\ole32.dll                                                                                                , 0x7fff590d0000 , 0x1a5000  , 0x7fff59275000 , 0x4dadec65
11228,Benign,C:\Windows\System32\combase.dll                                                                                              , 0x7fff59280000 , 0x388000  , 0x7fff59608000 , 0xeadd58d3
11228,Benign,C:\Windows\System32\rpcrt4.dll                                                                                               , 0x7fff58a20000 , 0x114000  , 0x7fff58b34000 , 0x045b6c12
11228,Benign,C:\Windows\System32\advapi32.dll                                                                                             , 0x7fff59e20000 , 0xb2000   , 0x7fff59ed2000 , 0xdcab4278
11228,Benign,C:\Windows\System32\SHCore.dll                                                                                               , 0x7fff58fc0000 , 0xf4000   , 0x7fff590b4000 , 0xa5301d83
11228,Benign,C:\Windows\System32\shell32.dll                                                                                              , 0x7fff5a1c0000 , 0x85f000  , 0x7fff5aa1f000 , 0x36c21d15
11228,Benign,C:\Windows\System32\userenv.dll                                                                                              , 0x7fff574c0000 , 0x28000   , 0x7fff574e8000 , 0x29678987
11228,Benign,C:\Windows\System32\mpr.dll                                                                                                  , 0x7fff485e0000 , 0x1e000   , 0x7fff485fe000 , 0x63a31d27
11228,Benign,C:\Windows\System32\sspicli.dll                                                                                              , 0x7fff571b0000 , 0x43000   , 0x7fff571f3000 , 0x7bf67163
11228,Benign,C:\Windows\System32\imm32.dll                                                                                                , 0x7fff59a00000 , 0x31000   , 0x7fff59a31000 , 0x25b6f46e
11228,Benign,C:\Program Files\VideoLAN\VLC\libvlc.dll                                                                                     , 0x7ffecc0a0000 , 0x34000   , 0x7ffecc0d4000 , 0x00200074
11228,Benign,C:\Windows\System32\wininet.dll                                                                                              , 0x7fff4a6b0000 , 0x4f4000  , 0x7fff4aba4000 , 0xe8e2e86d
11228,Benign,C:\Program Files\VideoLAN\VLC\libvlccore.dll                                                                                 , 0x7ffeb70c0000 , 0x2b6000  , 0x7ffeb7376000 , 0xaae8aae0
11228,Benign,C:\Windows\System32\ws2_32.dll                                                                                               , 0x7fff589a0000 , 0x71000   , 0x7fff58a11000 , 0xe911ea68
11228,Benign,C:\Windows\System32\cryptsp.dll                                                                                              , 0x7fff57620000 , 0x1b000   , 0x7fff5763b000 , 0xebaf0d75
11228,Benign,C:\Windows\System32\rsaenh.dll                                                                                               , 0x7fff56eb0000 , 0x35000   , 0x7fff56ee5000 , 0x706ed8e9
11228,Benign,C:\Windows\System32\CRYPTBASE.dll                                                                                            , 0x7fff57640000 , 0xc000    , 0x7fff5764c000 , 0xf6072bfa
11228,Benign,C:\Windows\System32\bcryptPrimitives.dll                                                                                     , 0x7fff57f20000 , 0x7b000   , 0x7fff57f9b000 , 0xee775c51
11228,Benign,C:\Windows\System32\windows.storage.dll                                                                                      , 0x7fff55e70000 , 0x8fc000  , 0x7fff5676c000 , 0x72b59cf0
11228,Benign,C:\Windows\System32\WinTypes.dll                                                                                             , 0x7fff55d30000 , 0x13f000  , 0x7fff55e6f000 , 0x6ae12fbc
11228,Benign,C:\Windows\System32\profapi.dll                                                                                              , 0x7fff57e50000 , 0x21000   , 0x7fff57e71000 , 0x3f8e9009
11228,Benign,C:\Windows\System32\dbghelp.dll                                                                                              , 0x7fff52350000 , 0x232000  , 0x7fff52582000 , 0x0209d29e
11228,Benign,C:\Windows\System32\oleaut32.dll                                                                                             , 0x7fff59c10000 , 0xd7000   , 0x7fff59ce7000 , 0xb0695f14
11228,Benign,C:\Windows\System32\dbgcore.dll                                                                                              , 0x7fff521d0000 , 0x32000   , 0x7fff52202000 , 0x1329ca8f
11228,Benign,C:\Windows\System32\winmm.dll                                                                                                , 0x7fff48ff0000 , 0x34000   , 0x7fff49024000 , 0xd3c92ffd
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\logger\libfile_logger_plugin.dll                                                       , 0x7fff373e0000 , 0x18000   , 0x7fff373f8000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\logger\libconsole_logger_plugin.dll                                                    , 0x7fff299a0000 , 0x17000   , 0x7fff299b7000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\keystore\libmemory_keystore_plugin.dll                                                 , 0x7fff293b0000 , 0x11000   , 0x7fff293c1000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\access\liblibbluray_plugin.dll                                                         , 0x7ffeaa4f0000 , 0x20b000  , 0x7ffeaa6fb000 , 0xa118a100
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\access\libdvdnav_plugin.dll                                                            , 0x7ffeb9dd0000 , 0x41000   , 0x7ffeb9e11000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\access\libvdr_plugin.dll                                                               , 0x7ffeb8fb0000 , 0x21000   , 0x7ffeb8fd1000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\access\libfilesystem_plugin.dll                                                        , 0x7fff27450000 , 0x18000   , 0x7fff27468000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\libprefetch_plugin.dll                                                   , 0x7fff273b0000 , 0x11000   , 0x7fff273c1000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\libcache_read_plugin.dll                                                 , 0x7fff12a00000 , 0x11000   , 0x7fff12a11000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\libskiptags_plugin.dll                                                   , 0x7fff0d640000 , 0x11000   , 0x7fff0d651000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\libhds_plugin.dll                                                        , 0x7ffee4660000 , 0x1b000   , 0x7ffee467b000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\libadf_plugin.dll                                                        , 0x7ffecc080000 , 0x11000   , 0x7ffecc091000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\libinflate_plugin.dll                                                    , 0x7ffeb9db0000 , 0x18000   , 0x7ffeb9dc8000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\demux\libplaylist_plugin.dll                                                           , 0x7ffeb7010000 , 0x30000   , 0x7ffeb7040000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\lua\liblua_plugin.dll                                                                  , 0x7ffeb6fa0000 , 0x67000   , 0x7ffeb7007000 , 0xa3e8a3e0
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_extractor\libarchive_plugin.dll                                                 , 0x7ffeab160000 , 0x7c000   , 0x7ffeab1dc000 , 0xa6d8a6d0
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\stream_filter\librecord_plugin.dll                                                     , 0x7ffeb9cd0000 , 0x11000   , 0x7ffeb9ce1000 , 0x00310032
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\demux\libdirectory_demux_plugin.dll                                                    , 0x7ffeb6f80000 , 0x11000   , 0x7ffeb6f91000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\meta_engine\libtaglib_plugin.dll                                                       , 0x7ffeaa370000 , 0x180000  , 0x7ffeaa4f0000 , 0xac70ac68
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\misc\libxml_plugin.dll                                                                 , 0x7ffeab050000 , 0x10e000  , 0x7ffeab15e000 , 0xa970a968
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\audio_output\libmmdevice_plugin.dll                                                    , 0x7ffeab030000 , 0x17000   , 0x7ffeab047000 , 0x00310032
11228,Benign,C:\Windows\System32\kernel.appcore.dll                                                                                       , 0x7fff56f50000 , 0x18000   , 0x7fff56f68000 , 0x8aca7e42
11228,Benign,C:\Windows\System32\clbcatq.dll                                                                                              , 0x7fff59610000 , 0xb0000   , 0x7fff596c0000 , 0x8bfd4b9e
11228,Benign,C:\Windows\System32\MMDevAPI.dll                                                                                             , 0x7fff516d0000 , 0x9d000   , 0x7fff5176d000 , 0xaed02870
11228,Benign,C:\Windows\System32\devobj.dll                                                                                               , 0x7fff57ae0000 , 0x2c000   , 0x7fff57b0c000 , 0x53f5e575
11228,Benign,C:\Windows\System32\cfgmgr32.dll                                                                                             , 0x7fff57b30000 , 0x4e000   , 0x7fff57b7e000 , 0x0b33d799
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\control\libhotkeys_plugin.dll                                                          , 0x7ffeab010000 , 0x1d000   , 0x7ffeab02d000 , 0x0069004c
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\control\libwin_hotkeys_plugin.dll                                                      , 0x7ffeaaff0000 , 0x11000   , 0x7ffeab001000 , 0x0069004c
11228,Benign,C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955\comctl32.dll , 0x7fff45e40000 , 0x293000  , 0x7fff460d3000 , 0x19bdab14
11228,Benign,C:\Windows\System32\uxtheme.dll                                                                                              , 0x7fff554a0000 , 0xaf000   , 0x7fff5554f000 , 0xa5efeec5
11228,Benign,C:\Windows\System32\msctf.dll                                                                                                , 0x7fff59870000 , 0x153000  , 0x7fff599c3000 , 0x1bd2fc8f
11228,Benign,C:\Program Files\VideoLAN\VLC\plugins\gui\libqt_plugin.dll                                                                   , 0x7ffea92c0000 , 0x10b0000 , 0x7ffeaa370000 , 0xa140a118
11228,Benign,C:\Windows\System32\dataexchange.dll                                                                                         , 0x7fff54e00000 , 0x5e000   , 0x7fff54e5e000 , 0xc806b7cf
11228,Benign,C:\Windows\System32\twinapi.appcore.dll                                                                                      , 0x7fff4f2e0000 , 0x28a000  , 0x7fff4f56a000 , 0xaf5b3dbf
11228,Benign,C:\Windows\System32\textinputframework.dll                                                                                   , 0x7fff46f30000 , 0x14e000  , 0x7fff4707e000 , 0xe148209c
11228,Benign,C:\Windows\System32\CoreMessaging.dll                                                                                        , 0x7fff548b0000 , 0x133000  , 0x7fff549e3000 , 0x41404c38
11228,Benign,C:\Windows\System32\CoreUIComponents.dll                                                                                     , 0x7fff518f0000 , 0x36d000  , 0x7fff51c5d000 , 0x1cc09fb6
11228,Benign,C:\Windows\System32\explorerframe.dll                                                                                        , 0x7fff4c180000 , 0x2a8000  , 0x7fff4c428000 , 0xa64896b6
11268,Benign,C:\Program Files\WindowsApps\Microsoft.Paint_11.2404.45.0_x64__8wekyb3d8bbwe\PaintApp\mspaint.exe                            , 0x7ff711700000 , 0x413000  , 0x7ff711b13000 , 0x66572689
11268,Benign,C:\Windows\System32\ntdll.dll                                                                                                , 0x7ffb282b0000 , 0x217000  , 0x7ffb284c7000 , 0x67ca8829
11268,Benign,C:\Windows\System32\kernel32.dll                                                                                             , 0x7ffb27440000 , 0xc4000   , 0x7ffb27504000 , 0x36466623
11268,Benign,C:\Windows\System32\KERNELBASE.dll                                                                                           , 0x7ffb25ac0000 , 0x3ac000  , 0x7ffb25e6c000 , 0x44653e19
11268,Benign,C:\Windows\System32\combase.dll                                                                                              , 0x7ffb27cb0000 , 0x388000  , 0x7ffb28038000 , 0xeadd58d3
11268,Benign,C:\Windows\System32\ucrtbase.dll                                                                                             , 0x7ffb25830000 , 0x111000  , 0x7ffb25941000 , 0x10c46e71
11268,Benign,C:\Windows\System32\rpcrt4.dll                                                                                               , 0x7ffb27620000 , 0x115000  , 0x7ffb27735000 , 0x1caf5f33
11268,Benign,C:\Windows\System32\oleaut32.dll                                                                                             , 0x7ffb27ac0000 , 0xd7000   , 0x7ffb27b97000 , 0xb0695f14
11268,Benign,C:\Windows\System32\msvcp_win.dll                                                                                            , 0x7ffb25790000 , 0x9a000   , 0x7ffb2582a000 , 0x8e0806c9
11268,Benign,C:\Windows\System32\user32.dll                                                                                               , 0x7ffb27910000 , 0x1ae000  , 0x7ffb27abe000 , 0x3b26444f
11268,Benign,C:\Windows\System32\win32u.dll                                                                                               , 0x7ffb25ea0000 , 0x26000   , 0x7ffb25ec6000 , 0x331718eb
11268,Benign,C:\Windows\System32\gdi32.dll                                                                                                , 0x7ffb27260000 , 0x29000   , 0x7ffb27289000 , 0x533dc7aa
11268,Benign,C:\Windows\System32\gdi32full.dll                                                                                            , 0x7ffb25ed0000 , 0x119000  , 0x7ffb25fe9000 , 0x05ca1d5d
11268,Benign,C:\Windows\System32\dwmapi.dll                                                                                               , 0x7ffb22f80000 , 0x2b000   , 0x7ffb22fab000 , 0xcf3c44bb
11268,Benign,C:\Windows\System32\propsys.dll                                                                                              , 0x7ffb1fe80000 , 0x101000  , 0x7ffb1ff81000 , 0xfd27f8c6
11268,Benign,C:\Windows\System32\SHCore.dll                                                                                               , 0x7ffb28040000 , 0xf4000   , 0x7ffb28134000 , 0xfea019d5
11268,Benign,C:\Windows\System32\coml2.dll                                                                                                , 0x7ffb271d0000 , 0x7d000   , 0x7ffb2724d000 , 0xfc603bee
11268,Benign,C:\Windows\System32\bcryptPrimitives.dll                                                                                     , 0x7ffb25710000 , 0x7b000   , 0x7ffb2578b000 , 0xee775c51
11268,Benign,C:\Windows\System32\comdlg32.dll                                                                                             , 0x7ffb27340000 , 0xf6000   , 0x7ffb27436000 , 0x068806ee
11268,Benign,C:\Windows\System32\shlwapi.dll                                                                                              , 0x7ffb26f60000 , 0x5e000   , 0x7ffb26fbe000 , 0x672b2c78
11268,Benign,C:\Windows\System32\msvcrt.dll                                                                                               , 0x7ffb28140000 , 0xa7000   , 0x7ffb281e7000 , 0x657b2709
11268,Benign,C:\Windows\System32\ntmarta.dll                                                                                              , 0x7ffb24630000 , 0x34000   , 0x7ffb24664000 , 0xf264e279
11268,Benign,C:\Windows\System32\shell32.dll                                                                                              , 0x7ffb26480000 , 0x85c000  , 0x7ffb26cdc000 , 0x8ec472d1
11268,Benign,C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955\comctl32.dll , 0x7ffb14dc0000 , 0x293000  , 0x7ffb15053000 , 0x19bdab14
11268,Benign,C:\Windows\System32\advapi32.dll                                                                                             , 0x7ffb27560000 , 0xb2000   , 0x7ffb27612000 , 0xdac79f47
11268,Benign,C:\Windows\System32\sechost.dll                                                                                              , 0x7ffb26eb0000 , 0xaa000   , 0x7ffb26f5a000 , 0x47af1f27
11268,Benign,C:\Windows\System32\bcrypt.dll                                                                                               , 0x7ffb25e70000 , 0x28000   , 0x7ffb25e98000 , 0x5a31de46
11268,Benign,C:\Windows\System32\winspool.drv                                                                                             , 0x7ffb099c0000 , 0xa8000   , 0x7ffb09a68000 , 0xa5b1a085
11268,Benign,C:\Windows\System32\ole32.dll                                                                                                , 0x7ffb26fc0000 , 0x1a5000  , 0x7ffb27165000 , 0x99614267
11268,Benign,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\msvcp140.dll                 , 0x7ffb0db50000 , 0x8d000   , 0x7ffb0dbdd000 , 0xae6bf780
11268,Benign,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\CONCRT140.dll                , 0x7ffb0e330000 , 0x4d000   , 0x7ffb0e37d000 , 0xb149da57
11268,Benign,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\mfc140u.dll                  , 0x7ffab6450000 , 0x564000  , 0x7ffab69b4000 , 0x2b650c14
11268,Benign,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\VCRUNTIME140.dll             , 0x7ffb0fbe0000 , 0x1e000   , 0x7ffb0fbfe000 , 0xf3e8e773
11268,Benign,C:\Windows\System32\winmm.dll                                                                                                , 0x7ffb1af90000 , 0x34000   , 0x7ffb1afc4000 , 0xd3c92ffd
11268,Benign,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\VCRUNTIME140_1.dll           , 0x7ffb18260000 , 0xc000    , 0x7ffb1826c000 , 0x3ffd6ebf
11268,Benign,C:\Windows\System32\imm32.dll                                                                                                , 0x7ffb26ce0000 , 0x31000   , 0x7ffb26d11000 , 0x25b6f46e
11268,Benign,C:\Windows\System32\uxtheme.dll                                                                                              , 0x7ffb22b60000 , 0xaa000   , 0x7ffb22c0a000 , 0x4eef6dc3
11268,Benign,C:\Windows\System32\kernel.appcore.dll                                                                                       , 0x7ffb24610000 , 0x18000   , 0x7ffb24628000 , 0x8aca7e42
11268,Benign,C:\Windows\System32\clbcatq.dll                                                                                              , 0x7ffb27290000 , 0xb0000   , 0x7ffb27340000 , 0x8bfd4b9e
11268,Benign,C:\Windows\System32\MrmCoreR.dll                                                                                             , 0x7ffb16ad0000 , 0x116000  , 0x7ffb16be6000 , 0x8b666879
11268,Benign,C:\Windows\System32\windows.staterepositoryclient.dll                                                                        , 0x7ffb1d7a0000 , 0x3d000   , 0x7ffb1d7dd000 , 0xaffd6737
11268,Benign,C:\Windows\System32\windows.staterepositorycore.dll                                                                          , 0x7ffb1d7e0000 , 0x1a000   , 0x7ffb1d7fa000 , 0x3493b545
11268,Benign,C:\Windows\System32\profapi.dll                                                                                              , 0x7ffb25510000 , 0x21000   , 0x7ffb25531000 , 0x3f8e9009
11268,Benign,C:\Windows\System32\Windows.UI.dll                                                                                           , 0x7ffb168f0000 , 0x175000  , 0x7ffb16a65000 , 0xcfe407d1
11268,Benign,C:\Windows\System32\BCP47mrm.dll                                                                                             , 0x7ffb172e0000 , 0x32000   , 0x7ffb17312000 , 0xe86ca3ba
11268,Benign,C:\Windows\System32\twinapi.appcore.dll                                                                                      , 0x7ffb1c140000 , 0x28a000  , 0x7ffb1c3ca000 , 0x646c8e47
11268,Benign,C:\Windows\System32\WinTypes.dll                                                                                             , 0x7ffb233f0000 , 0x13f000  , 0x7ffb2352f000 , 0xfa0b256d
11268,Benign,C:\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.22621.3672_none_57feacb6ce14a323\GdiPlus.dll          , 0x7ffafb290000 , 0x1ba000  , 0x7ffafb44a000 , 0x1aaf409d
11268,Benign,C:\Windows\System32\msctf.dll                                                                                                , 0x7ffb26d30000 , 0x153000  , 0x7ffb26e83000 , 0xa2326138
11268,Benign,C:\Program Files\WindowsApps\Microsoft.Paint_11.2404.45.0_x64__8wekyb3d8bbwe\PaintApp\PaintUI.dll                            , 0x7ffab5c60000 , 0x7e3000  , 0x7ffab6443000 , 0x66572555
11268,Benign,C:\Windows\System32\DWrite.dll                                                                                               , 0x7ffb20cc0000 , 0x273000  , 0x7ffb20f33000 , 0xb5a7a660
